inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,stage,num_points,wear_min_um,wear_max_um,mae_um,rmse_um,mean_residual_um,underest_ratio
fold1:c4->c1,fold1,c4,c1,3,,0.8,delta-knn-only@k3,late,73,134.55799865722656,172.6868438720703,6.959488391876221,7.241790771484375,6.959488391876221,0.0
fold1:c4->c1,fold1,c4,c1,3,0.3,0.8,delta-blend@k3_b03,early,73,94.5686264038086,109.89444732666016,1.624967336654663,1.806874394416809,1.3461817502975464,0.1232876712328767
fold1:c4->c1,fold1,c4,c1,3,0.3,0.8,delta-blend@k3_b03,mid,73,110.37812042236328,134.4010467529297,2.001765489578247,2.0062057971954346,2.001765489578247,0.0
fold1:c4->c1,fold1,c4,c1,3,0.3,0.8,delta-blend@k3_b03,late,73,134.55799865722656,172.6868438720703,2.375046491622925,3.1163101196289062,2.2715325355529785,0.136986301369863
fold1:c4->c1,fold1,c4,c1,3,0.5,0.8,delta-blend@k3_b05,early,73,94.5686264038086,109.89444732666016,2.5844948291778564,2.734990358352661,2.483337163925171,0.0547945205479452
fold1:c4->c1,fold1,c4,c1,3,0.5,0.8,delta-blend@k3_b05,mid,73,110.37812042236328,134.4010467529297,3.1398887634277344,3.170527219772339,3.1398887634277344,0.0
fold1:c4->c1,fold1,c4,c1,3,0.5,0.8,delta-blend@k3_b05,late,73,134.55799865722656,172.6868438720703,3.610947608947754,4.130741596221924,3.610947608947754,0.0
fold1:c4->c1,fold1,c4,c1,3,0.7,0.8,delta-blend@k3_b07,early,73,94.5686264038086,109.89444732666016,3.640354871749878,3.824303150177002,3.620492935180664,0.0273972602739726
fold1:c4->c1,fold1,c4,c1,3,0.7,0.8,delta-blend@k3_b07,mid,73,110.37812042236328,134.4010467529297,4.278013229370117,4.371732234954834,4.278013229370117,0.0
fold1:c4->c1,fold1,c4,c1,3,0.7,0.8,delta-blend@k3_b07,late,73,134.55799865722656,172.6868438720703,4.9503631591796875,5.319840908050537,4.9503631591796875,0.0
fold1:c4->c1,fold1,c4,c1,5,,0.8,delta-knn-only@k5,early,73,94.5686264038086,109.89444732666016,5.441283226013184,5.669376373291016,5.441283226013184,0.0
fold1:c4->c1,fold1,c4,c1,5,,0.8,delta-knn-only@k5,mid,73,110.37812042236328,134.4010467529297,5.976065635681152,6.185793399810791,5.976065635681152,0.0
fold1:c4->c1,fold1,c4,c1,5,,0.8,delta-knn-only@k5,late,73,134.55799865722656,172.6868438720703,6.915267467498779,7.196351051330566,6.915267467498779,0.0
fold1:c4->c1,fold1,c4,c1,5,0.3,0.8,delta-blend@k5_b03,early,73,94.5686264038086,109.89444732666016,1.6558791399002075,1.8370232582092285,1.380698323249817,0.1232876712328767
fold1:c4->c1,fold1,c4,c1,5,0.3,0.8,delta-blend@k5_b03,mid,73,110.37812042236328,134.4010467529297,1.9990242719650269,2.0034306049346924,1.9990242719650269,0.0
fold1:c4->c1,fold1,c4,c1,5,0.3,0.8,delta-blend@k5_b03,late,73,134.55799865722656,172.6868438720703,2.366543769836426,3.1044695377349854,2.2582669258117676,0.136986301369863
fold1:c4->c1,fold1,c4,c1,5,0.5,0.8,delta-blend@k5_b05,early,73,94.5686264038086,109.89444732666016,2.6404428482055664,2.7923948764801025,2.540865659713745,0.0547945205479452
fold1:c4->c1,fold1,c4,c1,5,0.5,0.8,delta-blend@k5_b05,mid,73,110.37812042236328,134.4010467529297,3.1353209018707275,3.165651798248291,3.1353209018707275,0.0
fold1:c4->c1,fold1,c4,c1,5,0.5,0.8,delta-blend@k5_b05,late,73,134.55799865722656,172.6868438720703,3.588837146759033,4.108724594116211,3.588837146759033,0.0
fold1:c4->c1,fold1,c4,c1,5,0.7,0.8,delta-blend@k5_b07,early,73,94.5686264038086,109.89444732666016,3.7201006412506104,3.9060702323913574,3.7010326385498047,0.0273972602739726
fold1:c4->c1,fold1,c4,c1,5,0.7,0.8,delta-blend@k5_b07,mid,73,110.37812042236328,134.4010467529297,4.27161979675293,4.364805221557617,4.27161979675293,0.0
fold1:c4->c1,fold1,c4,c1,5,0.7,0.8,delta-blend@k5_b07,late,73,134.55799865722656,172.6868438720703,4.919408321380615,5.288158416748047,4.919408321380615,0.0
fold1:c4->c1,fold1,c4,c1,10,,0.8,delta-knn-only@k10,early,73,94.5686264038086,109.89444732666016,5.68757438659668,5.919193267822266,5.68757438659668,0.0
fold1:c4->c1,fold1,c4,c1,10,,0.8,delta-knn-only@k10,mid,73,110.37812042236328,134.4010467529297,5.988854885101318,6.182703971862793,5.988854885101318,0.0
fold1:c4->c1,fold1,c4,c1,10,,0.8,delta-knn-only@k10,late,73,134.55799865722656,172.6868438720703,6.7860307693481445,7.065374374389648,6.7860307693481445,0.0
fold1:c4->c1,fold1,c4,c1,10,0.3,0.8,delta-blend@k10_b03,early,73,94.5686264038086,109.89444732666016,1.7216665744781494,1.9012398719787598,1.454586148262024,0.1232876712328767
fold1:c4->c1,fold1,c4,c1,10,0.3,0.8,delta-blend@k10_b03,mid,73,110.37812042236328,134.4010467529297,2.0028607845306396,2.007585287094116,2.0028607845306396,0.0
fold1:c4->c1,fold1,c4,c1,10,0.3,0.8,delta-blend@k10_b03,late,73,134.55799865722656,172.6868438720703,2.340165615081787,3.0707054138183594,2.219494581222534,0.136986301369863
